page_title,revision_id,prediction,probability_B,probability_C,probability_FA,probability_GA,probability_Start,probability_Stub
"Gordo, Alabama",1176908359,C,0.2158733727673191,0.37950929735799743,0.007799112634666648,0.15160114827548385,0.23923248807211345,0.005984580892419617
"Gordon, Alabama",1166069580,C,0.18556049749674458,0.417210788359719,0.006812305428333906,0.058054381992491404,0.32482556827618947,0.0075364584465215725
"Gordonville, Alabama",1166069594,C,0.2074950004214001,0.40098802483558027,0.011489447566524747,0.21259953106311524,0.16103450485984588,0.0063934912535338825
"Goshen, Alabama",1166069601,C,0.23391595999692333,0.3835760436572372,0.008614991066782004,0.12090050705192446,0.24195618124565563,0.011036316981477504
"Grant, Alabama",1166069728,GA,0.21544608659224457,0.2760667868153342,0.009418307670250474,0.40619669660532504,0.08796847350780879,0.004903648809036851
"Graysville, Alabama",1177622200,C,0.1984763986081441,0.4205089471818743,0.007583238130797106,0.06840347645006864,0.29943138520437335,0.00559655442474248
"Greensboro, Alabama",1172134373,C,0.26633234995624566,0.5031314184858111,0.04066092174003831,0.15641644162435434,0.028219408953938246,0.005239459239612305
"Greenville, Alabama",1171417115,C,0.1882876991199921,0.7543921443024004,0.007152559690628422,0.015669779720577242,0.0319530738002295,0.002544743366172552
"Grimes, Alabama",1166180119,Start,0.1313637647841157,0.33899102932813646,0.006884647812969279,0.041666534214059046,0.4661317283728534,0.014962295487866187
"Grove Hill, Alabama",1144754911,C,0.11220817827548966,0.5715445594324702,0.005123452184106696,0.026786203700617576,0.28047472832600634,0.0038628780813094073
"Guin, Alabama",1173001379,C,0.2233902179690338,0.640675878423579,0.007269966839160262,0.0832467678215998,0.041540483926857275,0.0038766850197699213
"Gulf Shores, Alabama",1174473447,C,0.21409381768094132,0.6615938684571575,0.015767827449571652,0.05301709618838331,0.05132068131311229,0.004206708910834002
"Guntersville, Alabama",1169878221,C,0.2134574930589746,0.7030205213542813,0.015429627220872747,0.04509740437068786,0.01951600350241126,0.003478950492772227
"Gurley, Alabama",1173078483,C,0.23506756684924845,0.42983796275449365,0.010448023423083206,0.21615321093218579,0.10320322602357976,0.005290010017409054
